,UnderlyingPrice,OptionSymbol,Type,Expiration, DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest,IVMean,IVBid,IVAsk,Delta,Gamma,Theta,Vega,AKA
141,174.09,GS160115P00180000,put,01/15/2016,01/05/2016,180.0,7.06,6.85,7.4,94,11287,11286,0.2854,0.2531,0.3178,-0.7658,0.0385,-0.1423,0.0852,GS160115P00180000
142,174.09,GS160115C00182500,call,01/15/2016,01/05/2016,182.5,0.68,0.65,0.72,94,998,1058,0.2963,0.2911,0.3014,0.161,0.0296,-0.1054,0.068,GS160115C00182500
143,174.09,GS160115P00182500,put,01/15/2016,01/05/2016,182.5,8.15,8.9,10.25,0,556,556,0.3313,0.2396,0.423,-0.8099,0.0293,-0.1465,0.0753,GS160115P00182500
144,174.09,GS160115C00185000,call,01/15/2016,01/05/2016,185.0,0.41,0.4,0.45,182,10045,9991,0.3046,0.2998,0.3093,0.1072,0.0218,-0.0821,0.0514,GS160115C00185000
145,174.09,GS160115P00185000,put,01/15/2016,01/05/2016,185.0,11.42,11.1,11.9,92,5592,5557,0.282,0.1899,0.374,-0.9098,0.0206,-0.0823,0.045,GS160115P00185000
146,174.09,GS160115C00187500,call,01/15/2016,01/05/2016,187.5,0.23,0.07,0.33,55,285,282,0.2858,0.2422,0.3294,0.0526,0.0135,-0.045,0.0299,GS160115C00187500
147,174.09,GS160115P00187500,put,01/15/2016,01/05/2016,187.5,0.0,12.95,14.4,0,0,0,0.3044,0.0,0.4263,-0.9346,0.0149,-0.07200000000000001,0.0351,GS160115P00187500
148,174.09,GS160115C00190000,call,01/15/2016,01/05/2016,190.0,0.15,0.15,0.16,145,21595,21567,0.3185,0.3166,0.3204,0.0437,0.0104,-0.0433,0.0258,GS160115C00190000
149,174.09,GS160115P00190000,put,01/15/2016,01/05/2016,190.0,16.7,15.85,16.85,71,4946,4908,0.3283,0.0,0.4676,-0.9503,0.0111,-0.0646,0.0282,GS160115P00190000
150,174.09,GS160115C00192500,call,01/15/2016,01/05/2016,192.5,0.09,0.09,0.2,23,187,188,0.3485,0.3238,0.3732,0.0366,0.0083,-0.0411,0.0223,GS160115C00192500
151,174.09,GS160115P00192500,put,01/15/2016,01/05/2016,192.5,17.0,17.4,20.25,0,2,2,0.3941,0.0,0.6547,-0.9418,0.0105,-0.0824,0.032,GS160115P00192500
152,174.09,GS160115C00195000,call,01/15/2016,01/05/2016,195.0,0.1,0.04,0.13,72,5938,5911,0.3496,0.3185,0.3807,0.0219,0.0054,-0.0269,0.0145,GS160115C00195000
153,174.09,GS160115P00195000,put,01/15/2016,01/05/2016,195.0,21.6,20.4,22.4,10,1962,1957,0.4536,0.0,0.6545,-0.9373,0.0097,-0.0973,0.0339,GS160115P00195000
154,174.09,GS160115C00197500,call,01/15/2016,01/05/2016,197.5,0.1,0.0,0.17,0,142,142,0.3727,0.0,0.4343,0.0178,0.0042,-0.0241,0.0122,GS160115C00197500
155,174.09,GS160115P00197500,put,01/15/2016,01/05/2016,197.5,0.0,22.35,25.35,0,0,0,0.4848,0.0,0.7707,-0.9444,0.0082,-0.0951,0.0309,GS160115P00197500
156,174.09,GS160115C00200000,call,01/15/2016,01/05/2016,200.0,0.04,0.02,0.05,90,13683,13596,0.3684,0.3476,0.3893,0.0096,0.0025,-0.013999999999999999,0.0072,GS160115C00200000
157,174.09,GS160115P00200000,put,01/15/2016,01/05/2016,200.0,26.8,25.55,27.15,27,2189,2182,0.5193,0.0,0.7057,-0.9486,0.0072,-0.0955,0.0289,GS160115P00200000
158,174.09,GS160115C00202500,call,01/15/2016,01/05/2016,202.5,0.07,0.0,0.17,0,6,6,0.4206,0.0,0.5027,0.013000000000000001,0.0029,-0.0208,0.0093,GS160115C00202500
159,174.09,GS160115P00202500,put,01/15/2016,01/05/2016,202.5,0.0,27.35,30.3,0,0,0,0.5531,0.0,0.8589,-0.9522,0.0064,-0.0959,0.0273,GS160115P00202500
160,174.09,GS160115C00205000,call,01/15/2016,01/05/2016,205.0,0.08,0.02,0.06,0,14483,14483,0.4298,0.4011,0.4584,0.0092,0.0021,-0.0158,0.0069,GS160115C00205000
161,174.09,GS160115P00205000,put,01/15/2016,01/05/2016,205.0,31.36,30.5,32.25,227,1124,912,0.5841,0.0,0.8108,-0.9558,0.0057,-0.0953,0.0256,GS160115P00205000
162,174.09,GS160115C00207500,call,01/15/2016,01/05/2016,207.5,0.1,0.0,0.17,0,20,20,0.48100000000000004,0.0,0.5679,0.0121,0.0023,-0.0223,0.0087,GS160115C00207500
163,174.09,GS160115P00207500,put,01/15/2016,01/05/2016,207.5,0.0,31.8,34.45,0,0,0,0.6084,0.0,0.7915,-0.9604,0.005,-0.0914,0.0234,GS160115P00207500
164,174.09,GS160115C00210000,call,01/15/2016,01/05/2016,210.0,0.05,0.0,0.05,1,13631,13630,0.503,0.0,0.5036,0.0107,0.002,-0.021,0.0078,GS160115C00210000
165,174.09,GS160115P00210000,put,01/15/2016,01/05/2016,210.0,28.47,34.4,38.15,0,510,475,0.6394,0.0,1.0484,-0.9626,0.0045,-0.0916,0.0223,GS160115P00210000
166,174.09,GS160115C00212500,call,01/15/2016,01/05/2016,212.5,0.0,0.0,0.17,0,0,0,0.5445,0.0,0.6302,0.012,0.0021,-0.0252,0.0087,GS160115C00212500
167,174.09,GS160115P00212500,put,01/15/2016,01/05/2016,212.5,0.0,36.8,40.8,0,0,0,0.6691,0.0,1.1152,-0.9646,0.0041,-0.0915,0.0213,GS160115P00212500
168,174.09,GS160115C00215000,call,01/15/2016,01/05/2016,215.0,0.1,0.0,0.13,5,1821,1821,0.5747,0.0,0.6343,0.0119,0.0019,-0.0264,0.0086,GS160115C00215000
169,174.09,GS160115P00215000,put,01/15/2016,01/05/2016,215.0,33.63,39.4,43.25,0,109,109,0.6968,0.0,1.1501,-0.9667,0.0037,-0.0906,0.0202,GS160115P00215000
170,174.09,GS160115C00217500,call,01/15/2016,01/05/2016,217.5,0.05,0.0,0.16,0,13,13,0.6012,0.0,0.6837,0.0114,0.0018,-0.0266,0.0083,GS160115C00217500
171,174.09,GS160115P00217500,put,01/15/2016,01/05/2016,217.5,0.0,41.8,45.75,0,0,0,0.7408,0.0,1.1918,-0.9654,0.0036,-0.0982,0.0209,GS160115P00217500
172,174.09,GS160115C00220000,call,01/15/2016,01/05/2016,220.0,0.02,0.01,0.04,1,5587,5586,0.5538,0.5141,0.5934,0.0045,0.0009,-0.0109,0.0037,GS160115C00220000
173,174.09,GS160115P00220000,put,01/15/2016,01/05/2016,220.0,44.38,44.5,48.25,0,97,97,0.7683,0.0,1.2326,-0.9671,0.0034,-0.0977,0.02,GS160115P00220000
174,174.09,GS160115C00222500,call,01/15/2016,01/05/2016,222.5,0.0,0.0,0.16,0,0,0,0.6123,0.0,0.741,0.0068,0.0011,-0.0173,0.0053,GS160115C00222500
175,174.09,GS160115P00222500,put,01/15/2016,01/05/2016,222.5,0.0,46.8,50.75,0,0,0,0.8036,0.0,1.2725,-0.9671,0.0032,-0.1013,0.02,GS160115P00222500
176,174.09,GS160115C00225000,call,01/15/2016,01/05/2016,225.0,0.05,0.01,0.02,0,4410,4410,0.5770000000000001,0.5578,0.5962,0.003,0.0006,-0.0079,0.0026,GS160115C00225000
177,174.09,GS160115P00225000,put,01/15/2016,01/05/2016,225.0,42.14,49.5,53.25,0,75,74,0.8295,0.0,1.3116,-0.9687,0.003,-0.1005,0.0192,GS160115P00225000
178,174.09,GS160115C00227500,call,01/15/2016,01/05/2016,227.5,0.0,0.0,0.15,0,0,0,0.6953,0.0,0.7889,0.0092,0.0013,-0.0255,0.0069,GS160115C00227500
179,174.09,GS160115P00227500,put,01/15/2016,01/05/2016,227.5,0.0,51.8,55.7,0,0,0,0.8432,0.0,1.3412,-0.972,0.0027,-0.0942,0.0175,GS160115P00227500
180,174.09,GS160115C00230000,call,01/15/2016,01/05/2016,230.0,0.12,0.0,0.15,0,1601,1601,0.7219,0.0,0.8157,0.0091,0.0012,-0.0262,0.0068,GS160115C00230000
181,174.09,GS160115P00230000,put,01/15/2016,01/05/2016,230.0,39.0,54.35,58.25,0,208,208,0.8732,0.0,1.3874,-0.9724,0.0025,-0.0958,0.0172,GS160115P00230000
182,174.09,GS160115C00235000,call,01/15/2016,01/05/2016,235.0,0.05,0.01,0.15,0,511,511,0.7547,0.6415,0.868,0.0075,0.001,-0.0232,0.0058,GS160115C00235000
183,174.09,GS160115P00235000,put,01/15/2016,01/05/2016,235.0,31.94,59.3,63.3,0,0,0,0.9308,0.0,1.4692,-0.9734,0.0023,-0.0985,0.0167,GS160115P00235000
184,174.09,GS160115C00240000,call,01/15/2016,01/05/2016,240.0,0.08,0.01,0.05,0,746,746,0.7413,0.6816,0.8009999999999999,0.0039,0.0006,-0.0129,0.0033,GS160115C00240000
185,174.09,GS160115P00240000,put,01/15/2016,01/05/2016,240.0,59.05,64.5,68.15,0,41,1,0.9855,0.0,1.5121,-0.9744,0.0021,-0.1005,0.0161,GS160115P00240000
186,174.09,GS160115C00245000,call,01/15/2016,01/05/2016,245.0,0.01,0.01,0.15,0,266,266,0.8448,0.7216,0.9681,0.0068,0.0008,-0.0238,0.0053,GS160115C00245000
187,174.09,GS160115P00245000,put,01/15/2016,01/05/2016,245.0,0.0,69.25,73.25,0,0,0,1.0293,0.0,1.5985,-0.9764,0.0019,-0.0984,0.0151,GS160115P00245000
188,174.09,GS160115C00250000,call,01/15/2016,01/05/2016,250.0,0.1,0.0,0.08,0,672,672,0.8815,0.0,0.9376,0.0062,0.0007,-0.0228,0.0048,GS160115C00250000
189,174.09,GS160115P00250000,put,01/15/2016,01/05/2016,250.0,63.32,74.3,78.3,0,0,0,1.0779,0.0,1.6738,-0.9774,0.0017,-0.099,0.0145,GS160115P00250000
190,174.09,GS160115C00255000,call,01/15/2016,01/05/2016,255.0,0.09,0.0,0.15,0,138,138,0.9478,0.0,1.0621,0.0072,0.0008,-0.027999999999999997,0.0055,GS160115C00255000
191,174.09,GS160115P00255000,put,01/15/2016,01/05/2016,255.0,0.0,79.35,83.25,0,0,0,1.1182,0.0,1.7278,-0.9790000000000001,0.0016,-0.0968,0.0136,GS160115P00255000
192,174.09,GS160115C00260000,call,01/15/2016,01/05/2016,260.0,0.05,0.0,0.1,0,677,677,0.9947,0.0,1.0518,0.0072,0.0007,-0.0295,0.0056,GS160115C00260000
193,174.09,GS160115P00260000,put,01/15/2016,01/05/2016,260.0,56.5,84.2,88.3,0,0,0,1.1695,0.0,1.7995,-0.9793,0.0015,-0.0995,0.0134,GS160115P00260000
194,174.09,GS160115C00265000,call,01/15/2016,01/05/2016,265.0,0.02,0.0,0.15,0,141,141,1.0514,0.0,1.1514,0.0078,0.0007,-0.0333,0.0059,GS160115C00265000
195,174.09,GS160115P00265000,put,01/15/2016,01/05/2016,265.0,55.19,89.35,93.2,0,0,0,1.1871,0.0,1.8392,-0.9823,0.0013,-0.0896,0.0117,GS160115P00265000
196,174.09,GS160115C00270000,call,01/15/2016,01/05/2016,270.0,0.18,0.0,0.15,0,79,79,1.0903,0.0,1.1944,0.0074,0.0007,-0.0333,0.0057,GS160115C00270000
197,174.09,GS160115P00270000,put,01/15/2016,01/05/2016,270.0,0.0,94.1,98.3,0,0,0,1.2241,0.0,1.9179,-0.9833,0.0012,-0.0879,0.011000000000000001,GS160115P00270000
198,174.09,GS160115C00275000,call,01/15/2016,01/05/2016,275.0,0.44,0.0,0.15,0,2,2,1.1439,0.0,1.2363,0.0079,0.0007,-0.0369,0.006,GS160115C00275000
199,174.09,GS160115P00275000,put,01/15/2016,01/05/2016,275.0,0.0,99.25,103.3,0,0,0,1.2782,0.0,1.9746,-0.9829,0.0011,-0.0927,0.0113,GS160115P00275000
200,174.09,GS160115C00280000,call,01/15/2016,01/05/2016,280.0,0.15,0.0,0.15,0,69,69,1.176,0.0,1.2777,0.0074,0.0006,-0.0357,0.0057,GS160115C00280000
201,174.09,GS160115P00280000,put,01/15/2016,01/05/2016,280.0,0.0,104.25,108.3,0,0,0,1.3296,0.0,2.0298,-0.9827,0.0011,-0.0968,0.0114,GS160115P00280000
202,174.09,GS160115C00285000,call,01/15/2016,01/05/2016,285.0,0.0,0.0,0.15,0,0,0,1.2137,0.0,1.3172,0.0072,0.0006,-0.036000000000000004,0.0056,GS160115C00285000
203,174.09,GS160115P00285000,put,01/15/2016,01/05/2016,285.0,0.0,109.25,113.3,0,0,0,1.3980000000000001,0.0,2.0836,-0.9812,0.0011,-0.1077,0.0123,GS160115P00285000
204,174.09,GS160115C00290000,call,01/15/2016,01/05/2016,290.0,0.0,0.0,0.15,0,0,0,1.2504,0.0,1.3565,0.006999999999999999,0.0006,-0.0363,0.0054,GS160115C00290000
205,174.09,GS160115P00290000,put,01/15/2016,01/05/2016,290.0,0.0,114.3,118.3,0,0,0,1.431,0.0,2.1361,-0.9821,0.0011,-0.1055,0.0117,GS160115P00290000
206,174.09,GS160115C00295000,call,01/15/2016,01/05/2016,295.0,0.0,0.0,0.15,0,0,0,1.2863,0.0,1.3944,0.0068,0.0005,-0.0365,0.0053,GS160115C00295000
207,174.09,GS160115P00295000,put,01/15/2016,01/05/2016,295.0,89.6,119.25,123.3,0,0,0,1.4415,0.0,2.1872,-0.9844,0.0009,-0.0958,0.0104,GS160115P00295000
208,174.09,GS160115C00300000,call,01/15/2016,01/05/2016,300.0,0.35,0.0,0.15,0,137,137,1.3214,0.0,1.4319,0.0067,0.0005,-0.0367,0.0052,GS160115C00300000
209,174.09,GS160115P00300000,put,01/15/2016,01/05/2016,300.0,88.25,124.25,128.1,0,0,0,1.3929,0.0,2.1916,-0.9894,0.0007,-0.0697,0.0073,GS160115P00300000
210,174.09,GS160122C00135000,call,01/22/2016,01/05/2016,135.0,0.0,36.95,41.0,0,0,0,0.4987,0.0,1.0387,0.992,0.0011,-0.0014,0.0072,GS160122C00135000
211,174.09,GS160122P00135000,put,01/22/2016,01/05/2016,135.0,0.0,0.0,0.39,0,0,0,0.6154,0.0,0.6957,-0.0221,0.0023,-0.0368,0.0194,GS160122P00135000
212,174.09,GS160122C00140000,call,01/22/2016,01/05/2016,140.0,0.0,32.0,36.0,0,0,0,0.4924,0.0,0.9278,0.9827,0.0022,-0.0131,0.015,GS160122C00140000
213,174.09,GS160122P00140000,put,01/22/2016,01/05/2016,140.0,0.0,0.02,0.42,0,0,0,0.5088,0.3967,0.6209,-0.0192,0.0025,-0.027000000000000003,0.0172,GS160122P00140000
214,174.09,GS160122C00145000,call,01/22/2016,01/05/2016,145.0,0.0,27.45,31.05,0,0,0,0.4737,0.0,0.8253,0.9681,0.004,-0.027999999999999997,0.0258,GS160122C00145000
215,174.09,GS160122P00145000,put,01/22/2016,01/05/2016,145.0,0.94,0.09,0.46,0,10,10,0.4793,0.4104,0.5482,-0.0325,0.0041,-0.0396,0.0268,GS160122P00145000
216,174.09,GS160122C00150000,call,01/22/2016,01/05/2016,150.0,31.25,22.95,25.55,0,1,1,0.4473,0.0,0.6533,0.9456,0.0066,-0.0457,0.0401,GS160122C00150000
217,174.09,GS160122P00150000,put,01/22/2016,01/05/2016,150.0,1.16,0.13,0.49,0,75,75,0.418,0.3642,0.4718,-0.0428,0.0059,-0.0433,0.0335,GS160122P00150000
218,174.09,GS160122C00155000,call,01/22/2016,01/05/2016,155.0,0.0,17.85,21.3,0,0,0,0.4118,0.0,0.6329,0.9133,0.0103,-0.0639,0.0577,GS160122C00155000
219,174.09,GS160122P00155000,put,01/22/2016,01/05/2016,155.0,0.6,0.4,0.63,0,64,64,0.3917,0.3698,0.4136,-0.076,0.0099,-0.0639,0.0526,GS160122P00155000
220,174.09,GS160122C00157500,call,01/22/2016,01/05/2016,157.5,21.5,15.6,18.4,0,10,10,0.3781,0.0,0.5358,0.899,0.0126,-0.0661,0.0646,GS160122C00157500
221,174.09,GS160122P00157500,put,01/22/2016,01/05/2016,157.5,1.24,0.56,0.71,0,50,50,0.3703,0.3584,0.3823,-0.0957,0.0125,-0.0719,0.0626,GS160122P00157500
222,174.09,GS160122C00160000,call,01/22/2016,01/05/2016,160.0,16.6,13.75,16.15,0,21,21,0.3637,0.0,0.5057,0.8686,0.0158,-0.0785,0.0781,GS160122C00160000
223,174.09,GS160122P00160000,put,01/22/2016,01/05/2016,160.0,0.74,0.75,0.97,0,105,105,0.3573,0.3429,0.3717,-0.1266,0.0158,-0.0849,0.0764,GS160122P00160000
224,174.09,GS160122C00162500,call,01/22/2016,01/05/2016,162.5,18.2,11.3,13.8,0,2,2,0.3377,0.0,0.4631,0.8375,0.0197,-0.0851,0.0902,GS160122C00162500
225,174.09,GS160122P00162500,put,01/22/2016,01/05/2016,162.5,0.46,0.99,1.25,0,23,23,0.3402,0.3258,0.3545,-0.1632,0.0197,-0.0961,0.0907,GS160122P00162500
226,174.09,GS160122C00165000,call,01/22/2016,01/05/2016,165.0,18.55,9.6,11.0,0,11,11,0.3093,0.2404,0.3783,0.7983,0.0246,-0.0901,0.1033,GS160122C00165000
227,174.09,GS160122P00165000,put,01/22/2016,01/05/2016,165.0,1.51,1.36,1.59,33,68,76,0.3241,0.3133,0.3349,-0.2107,0.0242,-0.1075,0.1063,GS160122P00165000
228,174.09,GS160122C00167500,call,01/22/2016,01/05/2016,167.5,11.4,7.7,8.85,0,31,31,0.2989,0.2514,0.3465,0.7341,0.0297,-0.1032,0.1206,GS160122C00167500
229,174.09,GS160122P00167500,put,01/22/2016,01/05/2016,167.5,2.02,1.78,2.23,11,180,185,0.313,0.2946,0.3313,-0.2733,0.0288,-0.12,0.1224,GS160122P00167500
230,174.09,GS160122C00170000,call,01/22/2016,01/05/2016,170.0,6.4,5.95,7.1,4,64,68,0.2942,0.2518,0.3367,0.6543,0.034,-0.1158,0.1356,GS160122C00170000
231,174.09,GS160122P00170000,put,01/22/2016,01/05/2016,170.0,2.84,2.54,2.91,80,175,213,0.3043,0.2907,0.3179,-0.3489,0.033,-0.1302,0.1362,GS160122P00170000
232,174.09,GS160122C00172500,call,01/22/2016,01/05/2016,172.5,10.05,4.95,5.4,0,39,39,0.3026,0.287,0.3181,0.5635,0.0353,-0.1287,0.1449,GS160122C00172500
233,174.09,GS160122P00172500,put,01/22/2016,01/05/2016,172.5,4.05,3.45,3.75,30,116,143,0.2927,0.2823,0.303,-0.4343,0.0365,-0.134,0.1448,GS160122P00172500
234,174.09,GS160122C00175000,call,01/22/2016,01/05/2016,175.0,3.87,3.85,4.05,94,140,136,0.3032,0.2964,0.3101,0.4743,0.0356,-0.1314,0.1465,GS160122C00175000
235,174.09,GS160122P00175000,put,01/22/2016,01/05/2016,175.0,4.9,4.5,5.0,30,254,265,0.2849,0.2678,0.302,-0.528,0.0379,-0.1328,0.1464,GS160122P00175000
236,174.09,GS160122C00177500,call,01/22/2016,01/05/2016,177.5,2.8,2.72,2.96,138,90,189,0.2965,0.2879,0.305,0.3846,0.035,-0.1239,0.1406,GS160122C00177500
237,174.09,GS160122P00177500,put,01/22/2016,01/05/2016,177.5,6.5,6.05,6.5,21,145,154,0.287,0.2709,0.303,-0.6189,0.036000000000000004,-0.1291,0.1401,GS160122P00177500
238,174.09,GS160122C00180000,call,01/22/2016,01/05/2016,180.0,1.77,1.76,2.1,18,704,707,0.2881,0.2748,0.3014,0.297,0.0326,-0.1095,0.1274,GS160122C00180000
239,174.09,GS160122P00180000,put,01/22/2016,01/05/2016,180.0,7.98,7.5,8.2,22,189,183,0.2758,0.2479,0.3038,-0.7111,0.0336,-0.1129,0.1256,GS160122P00180000
240,174.09,GS160122C00182500,call,01/22/2016,01/05/2016,182.5,1.28,1.18,1.45,11,171,181,0.2866,0.2742,0.2989,0.2225,0.0282,-0.0941,0.1097,GS160122C00182500
241,174.09,GS160122P00182500,put,01/22/2016,01/05/2016,182.5,8.8,8.85,10.05,0,161,161,0.2368,0.172,0.3017,-0.8243,0.0295,-0.0767,0.0948,GS160122P00182500
242,174.09,GS160122C00185000,call,01/22/2016,01/05/2016,185.0,0.85,0.79,0.99,83,242,273,0.28800000000000003,0.27699999999999997,0.299,0.1629,0.0232,-0.0783,0.0906,GS160122C00185000
243,174.09,GS160122P00185000,put,01/22/2016,01/05/2016,185.0,7.19,11.3,12.5,0,79,79,0.2703,0.1975,0.3432,-0.8524,0.0231,-0.0783,0.0846,GS160122P00185000
244,174.09,GS160122C00187500,call,01/22/2016,01/05/2016,187.5,0.93,0.43,0.71,0,313,313,0.2861,0.2661,0.3062,0.1129,0.0182,-0.0607,0.0705,GS160122C00187500
245,174.09,GS160122P00187500,put,01/22/2016,01/05/2016,187.5,10.31,13.5,15.95,0,39,39,0.3157,0.0,0.4744,-0.8617,0.0189,-0.0866,0.0809,GS160122P00187500
246,174.09,GS160122C00190000,call,01/22/2016,01/05/2016,190.0,0.35,0.33,0.45,1,196,195,0.2926,0.2817,0.3034,0.0812,0.0139,-0.0488,0.0553,GS160122C00190000
247,174.09,GS160122P00190000,put,01/22/2016,01/05/2016,190.0,15.91,15.3,18.3,0,36,36,0.3525,0.0,0.5058,-0.8737,0.0159,-0.0905,0.076,GS160122P00190000
248,174.09,GS160122C00192500,call,01/22/2016,01/05/2016,192.5,0.42,0.0,0.38,0,96,96,0.2881,0.0,0.3231,0.0511,0.0099,-0.0336,0.0386,GS160122C00192500
249,174.09,GS160122P00192500,put,01/22/2016,01/05/2016,192.5,15.2,17.55,20.6,0,36,36,0.3609,0.0,0.5292,-0.9007,0.013000000000000001,-0.0793,0.0638,GS160122P00192500
250,174.09,GS160122C00195000,call,01/22/2016,01/05/2016,195.0,0.36,0.0,0.3,0,135,135,0.2969,0.0,0.3366,0.0368,0.0074,-0.0266,0.0296,GS160122C00195000
251,174.09,GS160122P00195000,put,01/22/2016,01/05/2016,195.0,20.66,19.95,22.95,0,5,5,0.3765,0.0,0.5541,-0.9178,0.0109,-0.0728,0.0554,GS160122P00195000
252,174.09,GS160122C00197500,call,01/22/2016,01/05/2016,197.5,0.47,0.07,0.25,0,135,135,0.3187,0.2847,0.3527,0.032,0.0061,-0.0255,0.0265,GS160122C00197500
253,174.09,GS160122P00197500,put,01/22/2016,01/05/2016,197.5,0.0,23.0,25.75,0,0,0,0.4003,0.0,0.6237,-0.9268,0.0093,-0.0711,0.0507,GS160122P00197500
254,174.09,GS160122C00200000,call,01/22/2016,01/05/2016,200.0,0.2,0.01,0.24,0,277,277,0.3107,0.244,0.3773,0.0182,0.0039,-0.0155,0.0164,GS160122C00200000
255,174.09,GS160122P00200000,put,01/22/2016,01/05/2016,200.0,16.92,24.85,27.8,0,8,8,0.4177,0.0,0.6127,-0.9369,0.008,-0.0668,0.0451,GS160122P00200000
256,174.09,GS160122C00202500,call,01/22/2016,01/05/2016,202.5,0.7,0.0,0.38,0,70,70,0.3688,0.0,0.4414,0.027999999999999997,0.0047,-0.0265,0.0237,GS160122C00202500
257,174.09,GS160122P00202500,put,01/22/2016,01/05/2016,202.5,0.0,26.9,30.8,0,0,0,0.4188,0.0,0.7039,-0.9519,0.0064,-0.0557,0.0363,GS160122P00202500
258,174.09,GS160122C00205000,call,01/22/2016,01/05/2016,205.0,1.17,0.0,0.37,0,15,15,0.4051,0.0,0.4665,0.0304,0.0046,-0.0311,0.0253,GS160122C00205000
259,174.09,GS160122P00205000,put,01/22/2016,01/05/2016,205.0,0.0,29.4,33.1,0,0,0,0.4149,0.0,0.7176,-0.9654,0.0049,-0.0444,0.0276,GS160122P00205000
260,174.09,GS160122C00207500,call,01/22/2016,01/05/2016,207.5,0.0,0.0,0.36,0,0,0,0.4354,0.0,0.4907,0.0307,0.0043,-0.0338,0.0256,GS160122C00207500
261,174.09,GS160122P00207500,put,01/22/2016,01/05/2016,207.5,0.0,31.9,35.8,0,0,0,0.4537,0.0,0.7748,-0.9625,0.0048,-0.0504,0.0295,GS160122P00207500
262,174.09,GS160122C00210000,call,01/22/2016,01/05/2016,210.0,0.13,0.0,0.25,0,29,29,0.447,0.0,0.4836,0.0258,0.0036,-0.03,0.0221,GS160122C00210000
263,174.09,GS160122P00210000,put,01/22/2016,01/05/2016,210.0,0.0,34.3,38.3,0,0,0,0.4774,0.0,0.8088,-0.9644,0.0044,-0.0506,0.0282,GS160122P00210000
264,174.09,GS160122C00212500,call,01/22/2016,01/05/2016,212.5,0.0,0.0,0.34,0,0,0,0.4696,0.0,0.5366,0.0246,0.0033,-0.0303,0.0212,GS160122C00212500
265,174.09,GS160122P00212500,put,01/22/2016,01/05/2016,212.5,0.0,36.8,40.8,0,0,0,0.5065,0.0,0.8419,-0.9644,0.0041,-0.0531,0.0282,GS160122P00212500
266,174.09,GS160122C00215000,call,01/22/2016,01/05/2016,215.0,0.0,0.0,0.34,0,0,0,0.4952,0.0,0.5614,0.0243,0.0031,-0.0317,0.021,GS160122C00215000
267,174.09,GS160122P00215000,put,01/22/2016,01/05/2016,215.0,0.0,39.35,43.25,0,0,0,0.5226,0.0,0.8683,-0.9678,0.0037,-0.0509,0.0259,GS160122P00215000
268,174.09,GS160122C00217500,call,01/22/2016,01/05/2016,217.5,0.0,0.0,0.33,0,0,0,0.5242,0.0,0.5827,0.025,0.003,-0.0342,0.0215,GS160122C00217500
269,174.09,GS160122P00217500,put,01/22/2016,01/05/2016,217.5,0.0,41.8,45.8,0,0,0,0.5482,0.0,0.9058,-0.9684,0.0034,-0.0523,0.0256,GS160122P00217500
270,174.09,GS160122C00220000,call,01/22/2016,01/05/2016,220.0,0.0,0.0,0.33,0,0,0,0.5421,0.0,0.6064,0.0232,0.0027,-0.0333,0.0202,GS160122C00220000
271,174.09,GS160122P00220000,put,01/22/2016,01/05/2016,220.0,0.0,44.35,48.25,0,0,0,0.5710000000000001,0.0,0.9306,-0.9694,0.0032,-0.0528,0.0248,GS160122P00220000
272,174.09,GS160122C00222500,call,01/22/2016,01/05/2016,222.5,0.0,0.0,0.33,0,0,0,0.5632,0.0,0.6297,0.0223,0.0026,-0.0335,0.0196,GS160122C00222500
273,174.09,GS160122P00222500,put,01/22/2016,01/05/2016,222.5,0.0,46.8,50.8,0,0,0,0.596,0.0,0.9670000000000001,-0.9698,0.003,-0.0543,0.0246,GS160122P00222500
274,174.09,GS160122C00225000,call,01/22/2016,01/05/2016,225.0,0.0,0.0,0.33,0,0,0,0.5859,0.0,0.6526,0.0219,0.0024,-0.0344,0.0193,GS160122C00225000
275,174.09,GS160122P00225000,put,01/22/2016,01/05/2016,225.0,0.0,49.35,53.3,0,0,0,0.6218,0.0,0.9966,-0.9698,0.0029,-0.0561,0.0245,GS160122P00225000
276,174.09,GS160122C00227500,call,01/22/2016,01/05/2016,227.5,0.0,0.0,0.35,0,0,0,0.609,0.0,0.682,0.0217,0.0023,-0.0354,0.0191,GS160122C00227500
277,174.09,GS160122P00227500,put,01/22/2016,01/05/2016,227.5,0.0,51.85,55.8,0,0,0,0.6435,0.0,1.0256,-0.9707,0.0027,-0.0566,0.0239,GS160122P00227500
278,174.09,GS160122C00230000,call,01/22/2016,01/05/2016,230.0,0.0,0.0,0.35,0,0,0,0.6295,0.0,0.7042,0.0211,0.0022,-0.0357,0.0186,GS160122C00230000
279,174.09,GS160122P00230000,put,01/22/2016,01/05/2016,230.0,0.0,54.3,58.3,0,0,0,0.6687,0.0,1.054,-0.9707,0.0026,-0.0584,0.0239,GS160122P00230000
280,174.09,GS160122C00235000,call,01/22/2016,01/05/2016,235.0,0.0,0.0,0.33,0,0,0,0.6684,0.0,0.7403,0.0198,0.0019,-0.036000000000000004,0.0177,GS160122C00235000
281,174.09,GS160122P00235000,put,01/22/2016,01/05/2016,235.0,0.0,59.35,63.3,0,0,0,0.7003,0.0,1.1093,-0.9740000000000001,0.0023,-0.0558,0.0216,GS160122P00235000
